Country,Year,Energy Type,Production (GWh),Installed Capacity (MW),Investments (USD),Population,GDP,Energy Consumption,Energy Exports,Energy Imports,CO2 Emissions,Renewable Energy Jobs,Government Policies,R&D Expenditure,Renewable Energy Targets,Average Annual Temperature,Annual Rainfall,Solar Irradiance,Wind Speed,Hydro Potential,Biomass Availability,Electricity Prices,Energy Subsidies
Japan,2015,Geothermal,27682.76457,5631.755486,887829236.2,880003581,7.10606E+13,273102.0305,61559.43816,97046.89351,531485.2219,736173,1,7750643587,1,-8.926563294,2030.565295,115.4072392,6.75409484,97.16549395,89.65289395,0.449818564,154181809.2
Brazil,2013,Wind,32109.74826,18705.43606,6316313424,1341276265,1.66927E+14,256900.915,4534.603586,29760.62406,445459.6692,117852,1,8417325301,1,31.06502116,1457.147594,292.1313327,9.676678475,56.19983843,1.206149846,0.256507681,167503873.5
Russia,2003,Solar,91773.04895,29863.49365,6295815360,954234602,7.17617E+13,269742.4203,50683.3381,78516.27246,181108.0358,58878,1,2213937928,1,15.16059272,2910.694297,194.3098283,7.97872088,85.4163875,30.81659554,0.216536434,89499729.14
France,2007,Geothermal,75841.21247,47729.73828,9449947416,601738712,1.61309E+14,704887.2801,81419.74084,47119.9623,497888.4936,229840,1,7147389229,0,29.00743673,1414.13141,271.0245261,12.8989183,28.43388155,20.81819707,0.451872648,462790119.9
France,2003,Biomass,34286.12631,1121.249881,7310745859,1034007754,1.85087E+14,897040.5207,93260.29978,87074.67157,954835.3055,700992,1,3498985105,0,-6.14264895,299.5382004,253.6775802,3.449351204,4.835876804,32.86243614,0.221281876,781517879.1
India,2015,Hydro,17112.77902,27122.03936,6006024245,1402662732,1.8324E+13,136294.5147,78568.39565,73142.84367,161799.989,729786,0,9238835004,0,10.32123595,1084.84097,136.3983558,8.58238421,69.08041521,98.5647387,0.138449193,398492578.1
India,2011,Wind,3495.393647,29614.57043,9160001621,1101216042,9.00108E+13,422081.5417,55956.48119,72096.85205,243575.9131,355143,0,8173330547,0,0.377639556,1380.701103,229.6037347,4.581887554,41.35715246,74.63135637,0.305863323,872459199.4
Japan,2003,Wind,59115.99767,27979.9922,4582974096,667329824,1.39242E+14,265533.3495,81836.016,94589.54589,147981.5051,518956,1,2432440457,0,14.82304487,1210.042519,172.6799712,7.880459564,56.97894511,78.42235539,0.374129779,894428695.3
USA,2008,Geothermal,19698.60806,41954.54978,4571633357,478264924,1.01195E+14,464362.3763,56140.13548,22360.71952,923764.3775,254758,1,7696796400,0,33.39417265,1583.936031,118.2737596,12.40880433,29.84846139,46.69500406,0.462127902,634288825.7
Canada,2014,Hydro,55890.54087,19202.63421,5152100408,1039534634,1.62881E+14,774717.5059,20849.69724,94906.61658,760295.3745,229980,1,8740160020,0,-5.846649582,2820.557492,214.7225622,12.0152426,52.71847593,61.6195748,0.133006244,193035511.3
France,2022,Biomass,4829.843872,38358.50108,4071850501,674298104,7.02973E+12,348845.3949,40285.09161,59845.85266,229150.4272,671380,0,2840498553,1,9.447659094,1461.359482,200.9941296,11.5397862,88.66001388,66.971418,0.182113183,265470913.5
Brazil,2005,Biomass,47113.78241,36048.46699,6788030204,295493576,9.66172E+13,396870.9543,59111.67959,73544.16516,326223.6536,707762,0,9269056470,0,12.75163375,1752.420153,233.6295137,9.207982362,73.69522295,15.65832177,0.228163433,227105527.8
Canada,2001,Biomass,3752.61273,32918.72079,6660268544,846134009,1.54988E+14,831457.0989,4517.417747,90794.76771,420252.4967,760656,0,6152728011,1,32.45799304,386.1969112,195.3983409,11.92465786,19.59621229,82.92528847,0.143869369,499721065
Brazil,2003,Hydro,11294.80209,14928.68397,256327184.2,1025652758,1.05346E+14,168445.6486,71894.52041,36914.64618,503157.4768,277811,0,3530475087,0,25.20650612,2696.699145,253.8809358,5.102541646,51.6442654,33.74750609,0.307383047,775457247.9
India,2006,Biomass,17779.41775,24774.79504,5016744841,1175968208,3.36321E+13,625930.4174,86382.03474,68286.0273,321020.4694,479545,1,8634896727,1,39.32039815,2936.115584,136.2974471,8.840430216,22.08150792,64.95208943,0.19188326,254660166.3
France,2004,Geothermal,94969.59856,14742.06128,7864948396,1452385201,9.84657E+13,399368.4928,5757.431309,29383.42922,128030.4446,322276,0,6046118601,0,10.05547686,205.4644717,284.4230013,8.148342232,68.59195014,93.07273831,0.112675145,836534220.4
France,2002,Solar,77372.3655,46303.17551,8404448192,1091695924,1.84534E+14,88064.62613,69665.88887,87144.53227,47936.98421,77299,0,2254855396,0,28.02591757,2878.996235,274.2974988,5.693210414,99.32249792,83.25138575,0.441028617,282367421
Brazil,2019,Hydro,76528.58115,10670.04272,9666198522,1268716255,1.71506E+14,521615.0552,25615.50063,57982.78422,885174.086,193814,0,5770475295,0,36.42095786,520.8232818,182.0971729,1.285243422,96.42375815,1.241003476,0.17849149,897451795.2
USA,2010,Hydro,8160.23787,46360.02716,4536574763,745709655,1.70552E+14,564307.5145,27783.27137,65130.90464,592353.0235,807154,1,6429524422,0,-6.800941016,748.8859396,264.5382239,0.309806249,7.015768475,85.02757979,0.095481043,456681947.8
Australia,2011,Geothermal,76030.2348,24050.62629,1138482229,536026900,1.14422E+14,77788.92568,15116.8693,10563.45329,80311.39812,426913,0,8466329172,0,29.68529297,1851.253833,149.4881586,5.282328827,81.16453452,25.17491443,0.450501059,878384909.4
China,2000,Hydro,51412.70649,27649.52526,3345972856,93776633,3.13204E+13,58953.08023,16858.02857,14770.42503,629541.0944,191740,1,7587018044,1,29.62531943,1307.912773,150.3486707,11.54487981,93.96167617,60.33806281,0.251576844,173300998.2
Russia,2006,Geothermal,40686.34787,43871.22301,4921815011,1169506122,1.80982E+14,457755.6389,82178.46171,61917.79999,23428.16648,710200,0,1886300834,1,-2.38320199,725.2971541,142.8384359,6.147381555,0.784416383,34.87601735,0.428398148,990746898
India,2007,Biomass,18370.44827,28079.46172,2999625283,1346921319,1.85121E+14,221104.0706,68006.99241,12113.20075,899205.0378,15728,0,2602277147,1,32.14351277,826.4816096,136.5280134,7.827315335,8.929077472,9.627453478,0.395182846,180069372.5
Australia,2011,Wind,39191.51602,19564.93836,7739032784,98449202,1.80434E+13,598310.9054,85286.70582,54995.97982,374535.7173,636166,0,8641252576,0,24.75128471,1763.834376,293.4363328,1.36684318,74.87875382,33.58204928,0.145331406,889753247.5
India,2013,Biomass,81951.10925,48908.85832,3174166500,372919918,9.62815E+13,480102.6347,31005.84296,31722.45414,177661.8646,242835,1,2879833336,1,22.55697181,829.5965456,160.4963788,11.52800562,0.385270764,31.16605249,0.442763784,623650565.8
Russia,2002,Wind,86579.82052,17804.08028,9946323795,829472074,1.66577E+14,335356.8652,76256.47497,46311.85996,84461.20283,842047,0,3715176190,0,-9.003310491,2863.488987,295.8100178,10.40901354,79.92005392,24.40870424,0.303749225,171754970.8
China,2016,Biomass,98421.07477,2356.529193,399990177.3,1186905100,3.26124E+13,311473.4319,14989.82587,89005.3463,54442.31709,966133,1,1544663891,0,4.840848472,1284.089841,122.8458879,0.122481592,10.27808824,85.21981559,0.350108117,350849277.5
USA,2014,Hydro,11979.98561,38199.20711,3346930991,639207006,1.06615E+14,41653.48799,50586.35586,25094.37337,910277.2825,102626,1,27704142.65,0,32.64281906,2685.955582,150.1801783,2.757641895,54.18259768,58.56024843,0.081953728,974441550.3
Brazil,2009,Wind,40115.98122,47489.50948,5318695751,249041018,7.42411E+13,136797.7573,29914.87295,89782.62069,487181.0827,544673,0,8067230121,0,-1.982326172,2873.031381,171.711126,14.19585532,81.62181018,0.511596068,0.443075625,940982058.9
Russia,2020,Solar,86587.47985,24588.89886,2891954160,1220553297,1.37592E+14,907127.2059,58584.17854,70614.87948,409680.0808,965246,0,2421582676,0,-2.139596169,2565.535382,181.8281124,7.038309399,86.62595835,57.09102966,0.376039355,51959214.79
Australia,2000,Hydro,92721.85586,26342.64803,6926365390,461516736,1.96744E+14,149481.9801,80216.13832,52288.92535,13354.84608,697049,1,8579292532,1,-4.920956077,2977.383237,260.0347777,1.00696003,95.27790231,48.53765886,0.05853034,755350704.9
China,2010,Geothermal,46436.31726,20687.74774,7617507042,509381531,1.80151E+14,129979.2946,51275.58009,28711.60681,759457.6328,968265,1,7517994241,1,25.84492756,1986.858562,252.2770456,4.141477786,26.98184854,3.49850537,0.398112556,824538505.3
Australia,2006,Solar,75874.1856,23122.04639,1898463817,127009393,7.72148E+13,24406.88924,96005.94132,40816.87986,684154.2316,450046,1,9739367662,0,-0.977672167,268.1590841,223.6776908,14.20926562,60.89120867,89.44073142,0.236128182,958696032.4
Canada,2020,Geothermal,69510.40238,863.4456021,4861175259,147170074,9.85721E+13,526334.2664,40134.98579,59475.91795,706885.056,209519,0,5580067798,1,13.6090439,881.9461578,284.077177,4.523840517,50.81925164,20.01178514,0.168540073,925269455.2
Australia,2019,Biomass,37528.66003,47903.96998,8092527773,941942806,1.20144E+14,370292.7616,56884.60304,15751.80829,862599.4311,974095,0,6471831802,1,11.40183427,1709.37729,282.0492815,0.260752209,11.23649886,65.0729487,0.251277009,452120334.4
Russia,2014,Hydro,9161.181646,46179.99463,3346685126,1336909181,6.22401E+13,534222.8912,63761.19348,7025.550513,314281.2534,184301,1,9885676793,1,25.47234216,1930.614407,109.5557296,12.83489519,85.90206755,91.02612976,0.255174666,664687948.9
Germany,2020,Wind,42276.34136,15028.86563,7093216084,1371677160,8.92139E+13,63154.06936,55390.86629,83745.30903,656846.4757,888702,1,2348517090,1,2.425132949,2993.255996,160.4286473,13.63712366,46.37343638,7.880507659,0.063437325,724061823.2
France,2010,Geothermal,32326.92228,6862.150445,2570741647,1304214217,7.65111E+13,752931.0769,25638.00523,19449.644,946307.4392,781881,0,3039660599,0,-5.995525388,2280.961994,112.7590999,3.446005032,30.38965137,18.60002919,0.436841939,466663378.8
USA,2011,Wind,83883.44244,37328.62176,1295850977,911074361,1.3093E+14,61662.66871,66847.61157,80352.64061,402619.8954,114284,0,5216895483,1,19.97151189,1858.648569,115.1016907,4.290845914,62.31862531,75.85479929,0.197649087,427847024.3
Canada,2008,Wind,24304.36845,32536.5977,7788675728,1215284876,5.71416E+13,908878.895,49955.64633,59222.9118,933522.9473,402251,1,9301644999,1,34.92209259,2217.558943,155.7344315,14.59009769,37.09822543,37.85875139,0.368593563,507403573.6
France,2014,Biomass,73627.47526,18307.46304,1717783054,741203987,1.79334E+14,240319.442,86194.36974,75963.46912,725561.8087,797570,0,2770052765,1,11.29179246,2387.409065,102.1645232,9.3663287,83.52112591,27.81873083,0.05005212,526998254.9
Germany,2022,Solar,10610.22994,47356.36291,6499524707,991787552,1.25323E+14,409401.3122,1899.565967,45735.28869,848011.8922,405547,0,8051118381,1,7.195700723,944.160806,237.5479137,2.214543571,90.96318337,78.88153301,0.466283121,823230449.3
India,2022,Geothermal,22734.54881,46482.23836,6072890322,910792451,1.21465E+14,117311.9026,38724.31898,90527.43776,898013.4895,289164,0,3390761804,1,32.50904848,1980.241782,236.8040323,8.769774171,58.91480978,55.61588888,0.229673932,230739234.2
China,2003,Hydro,48279.11029,15524.42234,784647183.9,372194494,1.8877E+14,449943.6576,35986.75233,97972.00158,440348.9459,4674,0,8228962131,0,-3.236005324,992.4305811,138.2716252,1.023014434,76.18141388,28.29229952,0.117632403,168853070.2
Australia,2013,Solar,15084.27244,43860.42754,8315987414,228886111,6.57352E+13,719563.1884,77917.55848,87997.57608,361698.9674,514968,0,534115630,0,22.47264563,194.0782586,279.4859035,1.890118718,49.82553864,54.84466873,0.477770638,307252804.2
Japan,2008,Hydro,35585.47437,14669.18079,8582221139,905280207,1.75518E+14,529052.7246,92393.70925,70536.66131,205259.2229,767077,0,9483748245,0,-9.446706713,981.4504377,232.7104224,9.164492602,83.20626444,63.77106567,0.108875215,82440540.21
China,2001,Biomass,17689.5062,35379.2692,2068398732,369537329,1.24408E+14,605736.1461,83795.89628,5842.94371,674217.5447,821661,1,3790695777,1,7.295078066,1783.360197,182.7519226,13.00975064,98.30110713,61.63377721,0.445694543,285559431.5
Australia,2003,Biomass,94087.92489,39419.28891,1885040361,1151424366,9.27752E+13,104868.3752,6906.150974,95689.44466,130822.5874,767227,0,488162671.2,1,20.46962181,2043.96692,116.2895323,5.406728034,35.8376937,63.78076092,0.187295472,720727487.8
Australia,2005,Geothermal,25262.74414,35627.94539,1050465847,427686393,1.87414E+14,143117.0454,65649.94433,95845.33347,997991.7819,437767,0,1573407736,1,10.09972101,576.9281066,185.722484,2.724997032,79.64329014,62.19499082,0.094541082,925493151
Germany,2016,Biomass,94741.12613,30970.15159,3001489488,760775365,1.07794E+14,787537.0613,88941.60898,54478.16629,725017.5178,886542,0,2688821734,1,-8.058437156,2195.486804,211.9635901,4.877904422,25.62235746,22.90137349,0.401064052,619690127.1
Germany,2015,Hydro,82340.91205,4190.828203,2463755355,1270686729,1.94633E+14,711273.4747,87216.45611,20276.1,282108.7461,901143,1,2855927416,0,19.63569604,1466.31626,110.2543902,6.681740582,16.72409804,26.75219305,0.455113384,602376559.6
Canada,2010,Geothermal,26142.8293,9989.633782,8062767450,1039599381,1.19683E+14,559197.6917,96625.05344,18610.14366,301162.6256,689823,0,3176960520,0,34.71619168,126.6559494,297.5173778,8.209307133,2.737648067,37.03829733,0.179894173,213679160.4
Canada,2001,Geothermal,5567.897403,22212.56507,3902342296,811434934,4.62497E+13,603803.2691,11321.69011,64495.88471,684411.4958,890445,1,2110537029,0,39.72048088,2771.456347,222.2509847,4.496618779,63.56090046,33.73575371,0.113070722,537061827.6
Australia,2004,Wind,61537.81803,16535.23848,6693958810,879746109,1.93798E+14,899356.2258,23133.5353,59864.57807,123374.7975,49809,0,4006562440,1,4.513168156,1691.102659,215.6042702,5.197976073,9.660985645,55.61531914,0.386450962,474673841.5
USA,2003,Geothermal,98598.40055,5049.363564,6892893392,1099247637,1.17337E+14,106369.3516,41870.40653,85701.2668,527446.927,872982,0,3435789582,1,16.67326982,556.6081867,116.358754,6.724856777,69.75119481,34.23102672,0.292163139,597761843.7
USA,2022,Biomass,27670.82386,4605.335288,4222246273,679284984,1.41106E+14,212300.6495,2500.364114,61563.06558,934923.3901,338323,1,5254009367,1,-2.121851025,555.4705073,127.0623649,3.812768841,58.57986126,25.22801857,0.144545714,622700795
Russia,2009,Hydro,61162.11143,26257.41653,9122479304,427905546,7.97528E+13,553061.561,91188.03602,68157.98463,981592.7738,476523,1,5652643549,0,4.89399101,1280.849661,266.2652533,0.807664088,62.58631914,60.5851109,0.205330081,727786545.7
USA,2019,Geothermal,13465.902,4284.586117,4123238093,804791361,2.82512E+13,714399.1774,98012.26174,40215.4805,871779.4317,554331,0,8154632177,1,21.7049843,542.1387339,280.4700029,4.197749694,6.535620564,31.90190206,0.283387766,797795042.1
Japan,2008,Wind,22093.43592,12502.84129,5996967998,1144007999,8.05767E+13,104995.9084,51803.8309,79645.0986,560744.2691,91108,1,4287345292,0,36.34540841,820.9904385,110.4255535,3.728829077,98.82659664,97.40428129,0.316229056,70449039.91
Japan,2006,Geothermal,13497.67365,11577.80928,6208706662,972826303,6.7442E+13,144228.7371,95653.09735,65977.37235,150701.4919,110301,0,834362388.8,0,-0.567986856,2464.416861,110.6057172,0.02662786,35.67039442,49.33972571,0.345199381,745393914.4
Japan,2004,Hydro,86435.99214,39012.16754,1517097985,1046124239,8.36301E+13,699797.621,53548.24291,9007.589375,102156.0915,79053,0,4977630458,1,-1.470620894,2345.270401,268.2019656,8.288871533,72.22666331,83.47935634,0.050367354,976856952.2
China,2004,Wind,88192.59205,7755.352549,4179178416,572427351,1.08989E+14,677508.7817,10057.07662,49292.89618,149583.8534,768511,0,7336237874,1,36.68600948,224.3401511,271.5422317,6.750063909,86.12204411,24.47644331,0.07459878,55064477.87
India,2007,Biomass,43111.12188,1527.913216,5206906252,367463313,9.5881E+12,143367.6297,31458.38996,73576.49551,225562.3932,488948,0,325335607.7,1,31.33120285,1670.347579,208.23704,3.210103365,46.28918339,31.63000607,0.200187278,761187396.4
France,2002,Solar,56107.54212,20348.51327,3082788707,856966465,2.94684E+13,893955.4564,35704.67394,5847.165758,403253.2968,113067,1,1313266240,1,-7.052721721,897.2407111,211.1270613,5.133722273,60.96090235,33.13728168,0.35034536,655263358.6
India,2004,Hydro,46268.73885,15281.57786,4726737561,612509540,1.53937E+14,299048.3808,31402.37296,33556.15564,32904.77007,742302,1,2995477115,1,-0.552852301,570.6369914,147.8499394,9.73910872,72.39538721,16.13702321,0.060785638,373167237.7
Germany,2012,Hydro,86816.22112,18304.79317,4973143928,1100502004,1.16062E+14,643333.922,69377.79364,21973.05219,932691.3378,831498,0,9045183846,1,5.223896849,2662.78929,214.2948898,14.62198863,16.13133963,31.11010847,0.326282011,717884106.5
France,2012,Solar,58374.80788,328.0859242,3919368982,1308569178,8.72478E+13,946755.1752,79217.15336,47811.52409,853831.7657,789403,1,3688378913,1,-3.550257336,1159.655293,102.0109329,6.079962056,20.75756474,93.97594085,0.149642988,227194532.9
India,2012,Solar,35522.90186,2417.015904,6668781786,1047295814,5.12383E+13,520214.8055,21385.19973,88702.06282,827824.9963,510112,1,5008376868,1,1.397444507,1208.800106,205.0201384,9.09076981,65.48670021,90.74734581,0.062727327,826562536.3
China,2012,Solar,76681.41071,36002.97573,672855638.7,378791975,8.6157E+13,548361.1819,53934.97376,5142.988985,430419.625,528640,0,8255608996,0,7.949159938,714.8621884,198.4372689,2.319922012,35.39604007,45.49375726,0.457776456,919950223.1
Russia,2007,Hydro,27404.54282,47639.43739,4848097907,1226658739,5.86332E+13,426717.0831,86514.05823,68227.66856,983404.3357,750657,1,3810035611,0,24.40108314,1863.598881,118.5662566,6.438186264,31.81944754,68.63704615,0.066965802,231526877.6
Brazil,2020,Biomass,27701.47099,19557.6779,4656705094,1170392621,8.40534E+12,285088.2265,65971.94645,97406.33603,288363.1854,296307,1,2477406581,1,13.31718655,2180.508631,107.8404428,3.795540464,53.31763385,18.24799436,0.088775096,617967030.4
France,2005,Geothermal,65242.20502,49822.82185,3837394064,934981123,1.26897E+14,388519.8894,24264.85502,75392.32168,128770.0124,151938,0,3576506194,1,8.014607777,2542.558053,213.5453276,0.91908562,32.27360681,57.34333757,0.195692442,206563253.3
Canada,2007,Solar,36822.16434,49699.10819,2038973665,432297444,5.51123E+13,681291.5467,74337.28342,31768.92593,756467.5853,257477,0,5973197753,1,-7.434935954,1547.355128,100.389815,5.047182363,14.92752742,7.160657578,0.301030682,747436981.7
Germany,2007,Geothermal,25179.26696,41604.01323,6483218309,46688736,9.68714E+13,914976.4473,77999.32502,18795.2011,422194.2408,310748,0,1685088455,0,33.84054838,2393.677867,158.9116281,3.911970373,35.44878592,90.78243629,0.185224366,491975062.4
USA,2005,Wind,86522.73998,32926.25636,6659035592,148612209,1.28578E+14,391271.6546,14448.44419,78520.70956,401170.4618,721210,1,5211260217,1,-8.863591322,636.2557705,210.0096784,5.284376559,82.62076075,9.410087516,0.279660613,147158677.8
Australia,2009,Biomass,3832.760612,26131.87082,4499298659,605390867,1.58937E+13,363620.143,31138.30185,20881.72838,193308.2263,155438,0,6701125869,1,34.68092099,972.6918279,255.8730397,4.376329276,1.425806564,62.83743658,0.376168344,206305601.9
